('Room_1', 7.079970726756395, 7.0127827747001845)
('Room_2', 2.239108965864032, 6.833555651003337)
('Room_3', 3.55964814620313, 10.409197213177888)
('Room_4', 2.51742779866141, 11.326696158430366)
('Room_5', 0.845, 10.18)
('Room_6', 0.85, 11.78)
('Room_7', 2.2451462425011823, 13.704998879844673)
('Room_8', 2.245071713751982, 17.374930588623126)
('Room_9', 9.434959027545212, 17.37496865581045)
('Room_10', 5.839998879489047, 17.98489644611276)
('Door_1', 3.47, 9.33)
('Door_2', 4.330103626943005, 10.429896373056994)
('Door_3', 1.535, 10.51)
('Door_4', 4.282615384615385, 11.537384615384616)
('Door_5', 1.535, 12.1)
('Door_6', 4.259333333333333, 12.544333333333334)
('Door_7', 4.24, 13.69)
('Door_8', 7.34, 15.4)
('Door_9', 4.33, 15.41)
('Door_10', 5.82, 16.1)
('Tabel_1', 9.09, 9.92)
('Tabel_2', 5.23, 16.98)
('Tabel_3', 9.67, 12.61)
('Tabel_4', 9.34, 4.53)
('Tabel_5', 2.16, 7.71)
('Tabel_6', 1.94, 2.46)
('Tabel_7', 10.21, 15.76)
