('Room_1', 1.7400623891891234, 3.1049268572055246)
('Room_2', 6.3457880041267165, 1.1925841197126443)
('Room_3', 10.124776840342628, 1.4900676241385973)
('Room_4', 8.879981601471881, 3.0060067194624427)
('Room_5', 5.840969333011719, 4.736525447694778)
('Room_6', 10.036211340206187, 3.35073883161512)
('Room_7', 9.634846359933295, 5.594605374668525)
('Room_8', 1.74, 6.65)
('Door_1', 3.24, 1.32)
('Door_2', 8.885, 2.139878048780488)
('Door_3', 5.835, 2.24)
('Door_4', 8.885, 3.95)
('Door_5', 3.34, 6.59)
('Table_1', 1.63, 2.62)
('Table_2', 9.81, 4.84)
('Table_3', 4.66, 6.37)
('Table_4', 2.48, 3.47)
('Table_5', 6.93, 4.97)
('Table_6', 1.99, 6.42)
('Table_7', 4.8, 3.36)
('Table_8', 6.06, 2.41)
