('Room_1', 2.9867024896061865, 2.7441122871675585)
('Room_2', 8.648083526099134, 2.7447812077362523)
('Room_3', 2.985833405538582, 7.843469468481467)
('Room_4', 8.64870739270058, 7.864186825057978)
('Room_5', 2.9981880726347656, 13.285124282032767)
('Room_6', 8.659999739341512, 13.299927211117085)
('Door_1', 5.72, 4.56)
('Door_2', 2.25, 5.25)
('Door_3', 5.72, 9.665)
('Door_4', 2.98, 10.35)
('Door_5', 8.65, 10.37)
('Table_1', 7.93, 13.84)
('Table_2', 7.5, 2.07)
('Table_3', 4.29, 7.32)
('Table_4', 2.7, 3.7)
('Table_5', 6.9, 6.77)
('Table_6', 4.08, 2.09)
('Table_7', 3.66, 14.89)
('Table_8', 10.7, 12.44)
('Table_9', 3.44, 9.71)
